,Title_Desc
3572,"What Do You Feed a Yeti, Anyway? : The crusaders have captured a yeti that they're calling Icehowl. He's to be a participant in the coliseum battles and we've been asked to help with his training and upkeep.The crusaders weren't fond of my suggestion that we feed some Silver Covenant members to the beast. The creature prefers shark meat, so I want you to fly down to the Crimson Dawn, floating in the strait to the north. Get some fresh chum from one of the buckets on the boat, then spread it in the water to attract sharks."
3573,"Establishing Superiority : We've one shot at dealing some damage to this place -- let's make sure we get it right.We've acquired potent, Scourge-made, saronite bombs.  But we must secure this area before we can set them off.We're going to need to get the Scourge defenses under control quickly, before reinforcements arrive.Help my men out and come back when you're ready for some fireworks."
3574,"Our Only Hope : What I'm about to give you is called seaforium. It is a highly volatile explosive with some unique properties. Due to its malleable nature, you will be able to fill in the hinges and cracks of the cage for maximum damage.Return to your friend and use the jumbo seaforium charge to set him free.Let's hope he honors the bargain. He's our only hope."
3575,"Cruelty of the Kvaldir : I thank you for saving me, <name>.  The kvaldir are animals!They made us fight the other prisoners.  It would've been more merciful to just kill us all.The youngling Karuk is still alive -- I noticed him arrive here.  Tell him his father fought until the end."
3576,"Sharpening Your Talons : The primordial drakes occupy most of the area to the north and east, and I can feel the heat of their breath even at this distance. Before we can challenge the mightiest among the drakes, we must test our skills against the lesser creatures.Still, don't let your guard down; any one of these beasts can devour a man whole. Once you've familiarized yourself with the combat tactics of these drakes, return and I will tell you our next step."
3577,"From Their Corpses, Rise! : How kind... how generous our lord-commander is. Where he is flowers and sunshine, I am filled only with hatred.It is not enough to end their miserable lives... I want them humiliated... debased!What could be more unspeakable than to be turned into that which you hate? To dedicate your existence to eradicating a thing, and then in the end to become it?How sad.Take this tincture northwest to Onslaught Harbor. Apply it to their still corpses and watch what happens, but avoid the cathedral."
3578,"A Visit to the Curator : The leader of the mage hunter forces is a fearsome creature called Curator Insivius. My people have hunted the beasts of the seas and land for countless generations, but I've never seen anything like this curator before.He's landed one of those flying disks on the upper rim of the quarry and oversees the operation from there. <name>, I can only believe the ancestors themselves sent you to my rescue and I hope you will help me drive the mage hunters from this quarry once and for all."
3579,Crush Dem Vrykuls! : Dem vrykuls at the Jotunheim needs to be crushed!<name> crush dems good!
3580,Tank Ain't Gonna Fix Itself : We need to get these tanks back up and runnin'! They ain't gonna fix themselves. Mobu's gonna be the one to handle that stuff. Talk to him and see what he needs. Maybe you can shut him up before he finally drives me into a berserker frenzy and I cleave him in two!
3581,"Seeking Solvent : Gah! Not again. Another blown gasket....Every time one of these goes, lubricant gums up all of the gears. Without solvent, it takes hours to clean.Tell ya what, <race>. There's some fancy rocket fuel on the Venture Company barge in the dock there - element 115 I think they call it. That stuff makes for a great solvent.Get me one of those and I'll make it worth your trouble."
3582,"Might As Well Wipe Out the Scourge : If the cultists up in those caves survived the crash, then that fallen necropolis to the west can only be assumed to still be filled with Scourge. There're probably lots of them out in front of it in the pools, too!While you're at Talramas, <class>, do you think you could dispatch all of the Lich King's flunkies that you find there?"
3583,"Shaved Ice : I've never seen you before... are you new to the Vice?  Glad to have you.  I could always use some more hands.You get the materials, I'll finish my machine, then we can sell it to those commander types and all go home rich.I actually have most of the primary components, so I just need some of the materials for the weapon itself.  Narf said that jagged ice shards from those elementals to the north would make perfect shrapnel for my bombs - go nab some, will ya?"
3584,"Delivery to Krenna : This is it, mon.  Let's take these hides to Krenna and see if they pass the test.Let's hope for both our sakes Krenna doesn't notice anything."
3585,"Return to the Spirit Talker : You have done what was asked, and now I give you that which you desire.Deliver this primal to the spirit talker back at your Bor'gorok Outpost. If she is wise, she will know a ritual to gain you the information which you seek."
3586,"Attack on Silverbrook : A few hours ago, the trappers were nothing but peasants threatening to add their number to the Alliance's.Now they've become something else... an uncertainty.  I do not like uncertainties.  Go to the hills outside their main town in northern Grizzly Hills, Silverbrook, and help my men crush them."
